filename,order,age,gender,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,Lat,Lon,âÊëúÉTÉCÉY,35mmä∑éZ,ójì˙,ì˙ït,éûä‘ë—,ìyì˙_tf,èÍèä
DSD06155-1218,13,43,female,0,0,0,0,0.025,0.973,0.002,0,35.65938556,139.7022328,46,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,13,5,female,0,0,0,0,0,0.995,0.005,0,35.65971445,139.702225,39,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,13,25,male,0,0,0,0,0,0.992,0.008,0,35.65953889,139.7022744,48,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,14,26,male,0,0,0,0,0.948,0.037,0.015,0,35.65961528,139.7023628,48,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,14,49,male,0,0,0,0,0,0.999,0.001,0,35.659825,139.7022933,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,14,37,female,0,0,0,0,0,1,0,0,35.65977528,139.70232,52,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,14,22,female,0,0,0,0,0,0.997,0.002,0,35.65970222,139.7025433,87,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,14,23,female,0,0,0,0,0.001,0.987,0.011,0,35.65976528,139.7024314,71,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,14,20,female,0,0,0,0,0,0.978,0.022,0,35.65946889,139.7025008,57,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,14,36,male,0.009,0,0.002,0,0.001,0.968,0.02,0,35.65947417,139.702495,48,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,14,20,female,0,0,0,0,0,0.999,0.001,0,35.65949306,139.7025264,71,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300238,14,21,female,0.004,0,0.001,0.004,0.253,0.606,0.046,0.086,35.65952583,139.7025669,41,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,14,45,male,0,0,0,0,0,0.969,0,0.03,35.65957861,139.7024608,72,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,14,5,male,0,0,0,0,0.001,0.991,0.005,0.003,35.65948945,139.7023661,64,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,14,28,female,0,0,0,0,0.001,0.949,0.002,0.047,35.65968222,139.7024117,46,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,14,25,male,0,0,0,0.002,0,0.975,0.002,0.019,35.65938306,139.7022214,77,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,14,33,male,0,0,0,0,0,1,0,0,35.65948945,139.7025236,77,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,14,19,female,0.007,0,0.004,0.003,0.698,0.132,0.09,0.066,35.65942583,139.7020283,44,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,14,8,female,0,0,0,0,0.999,0,0,0.001,35.65949611,139.7022667,65,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02572,14,28,male,0,0,0,0,0,0.998,0.001,0,35.65957722,139.7024539,40,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSD06146-1218,14,22,male,0,0,0,0,0.003,0.994,0,0.003,35.65953833,139.7026669,46,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,14,24,male,0,0,0,0,0.039,0.96,0,0.001,35.65942167,139.7021336,47,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,14,27,male,0.001,0,0,0,0,0.894,0.105,0,35.65938556,139.7022328,46,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,14,22,female,0,0,0,0,0.001,0.931,0,0.068,35.65971445,139.702225,37,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,14,24,female,0,0,0,0,0.961,0.039,0,0,35.65953889,139.7022744,46,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,15,33,male,0,0,0,0,0.867,0.132,0.001,0,35.65961528,139.7023628,48,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,15,25,male,0,0,0,0,0,1,0,0,35.659825,139.7022933,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,15,47,male,0,0,0,0,0,0.884,0.116,0,35.65977528,139.70232,52,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,15,30,male,0,0,0,0,0,0.999,0.001,0,35.65970222,139.7025433,72,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,15,22,female,0.001,0,0,0,0,0.957,0.041,0,35.65976528,139.7024314,69,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,15,23,female,0,0,0,0,0,0.924,0.075,0,35.65946889,139.7025008,55,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,15,26,male,0.001,0,0,0,0,0.998,0.001,0,35.65947417,139.702495,48,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,15,32,male,0,0,0,0,1,0,0,0,35.65949306,139.7025264,63,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300238,15,22,female,0,0,0,0,0.63,0.369,0.001,0,35.65952583,139.7025669,38,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,15,21,male,0.007,0,0,0.001,0,0.963,0.008,0.019,35.65957861,139.7024608,71,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,15,18,male,0.001,0.008,0.004,0,0.035,0.947,0.005,0,35.65948945,139.7023661,62,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,15,35,male,0,0,0,0,0,0.993,0.007,0,35.65968222,139.7024117,43,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,15,11,female,0.001,0,0,0,0,0.979,0.02,0,35.65938306,139.7022214,77,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,15,23,female,0.001,0,0,0.006,0.001,0.944,0.005,0.044,35.65948945,139.7025236,69,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,15,16,female,0,0,0,0,0,0.997,0,0.002,35.65942583,139.7020283,43,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,15,35,male,0,0,0,0,0,0.998,0.001,0,35.65949611,139.7022667,64,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02572,15,22,male,0.001,0,0,0,0,0.991,0.001,0.006,35.65957722,139.7024539,38,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSD06146-1218,15,31,female,0,0,0,0,0,0.994,0.006,0,35.65953833,139.7026669,45,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,15,24,female,0,0,0,0,0,0.998,0.002,0,35.65942167,139.7021336,45,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,15,46,female,0,0.001,0,0,0.014,0.971,0.014,0,35.65938556,139.7022328,42,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,15,18,female,0,0,0,0,0,0.996,0.002,0,35.65971445,139.702225,37,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,15,45,female,0,0,0,0,0,0.973,0.027,0,35.65953889,139.7022744,46,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,16,50,female,0,0,0,0,0,0.998,0.001,0,35.65961528,139.7023628,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,16,30,male,0,0,0,0,0,0.999,0.001,0,35.659825,139.7022933,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,16,25,female,0.013,0.024,0.035,0,0.004,0.91,0.012,0.001,35.65977528,139.70232,52,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,16,30,male,0,0.009,0,0,0.111,0.88,0,0,35.65976528,139.7024314,68,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,16,22,female,0.003,0,0,0,0.001,0.647,0.347,0.001,35.65946889,139.7025008,54,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,16,26,female,0,0,0,0,0,0.999,0.001,0,35.65947417,139.702495,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300239,16,27,female,0,0,0,0,0.104,0.853,0.042,0,35.65952889,139.7025656,41,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,16,31,male,0.069,0,0.002,0,0.146,0.779,0.003,0.001,35.65957861,139.7024608,65,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,16,25,male,0,0,0,0,1,0,0,0,35.65948945,139.7023661,59,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,16,36,male,0,0,0,0,0,1,0,0,35.65968222,139.7024117,41,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,16,21,female,0.043,0.001,0.019,0.084,0.002,0.15,0.008,0.693,35.65938306,139.7022214,76,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,16,33,male,0,0,0,0,0.732,0.263,0.004,0.001,35.65942583,139.7020283,43,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,16,23,female,0,0,0,0,0.001,0.987,0,0.011,35.65949611,139.7022667,62,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02575,16,45,male,0.001,0,0,0,0.001,0.97,0.004,0.024,35.65945667,139.7023475,49,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSD06146-1218,16,26,female,0,0,0,0,0,0.985,0.013,0.001,35.65953833,139.7026669,41,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,16,29,male,0,0,0,0,0.957,0.043,0,0,35.65938556,139.7022328,42,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06245-1218,16,32,male,0,0,0,0,0,0.959,0.041,0,35.65953889,139.7022744,45,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,17,21,female,0,0,0,0,0,0.99,0.009,0,35.65961528,139.7023628,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,17,29,female,0.001,0,0.001,0.003,0.004,0.804,0.159,0.027,35.659825,139.7022933,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,17,38,male,0,0,0,0,0,0.692,0.307,0,35.65977528,139.70232,52,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,17,16,female,0,0,0,0,0.99,0.009,0.001,0,35.65976528,139.7024314,62,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,17,24,female,0,0,0,0,0,0.998,0.001,0,35.65946889,139.7025008,53,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300235,17,23,male,0.001,0,0,0,0.007,0.98,0.01,0.003,35.65947417,139.702495,39,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,17,27,male,0,0,0,0,0.008,0.988,0,0.003,35.65947417,139.702495,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300239,17,27,female,0,0,0,0,0.002,0.991,0.006,0,35.65952889,139.7025656,41,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,17,22,male,0.001,0,0,0.001,0.715,0.26,0.021,0.001,35.65957861,139.7024608,62,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,17,32,male,0,0,0,0,0,0.999,0,0,35.65948945,139.7023661,55,34,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,17,25,female,0,0,0,0,0.003,0.996,0,0,35.65938306,139.7022214,76,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,17,34,male,0,0,0,0,0.001,0.985,0.014,0,35.65942583,139.7020283,42,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,17,23,female,0,0,0,0,0,0.999,0.001,0,35.65949611,139.7022667,53,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSD06155-1218,17,23,female,0,0,0,0,0.002,0.998,0,0,35.65938556,139.7022328,41,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06245-1218,17,22,male,0,0,0,0,0,0.999,0.001,0,35.65953889,139.7022744,45,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,18,34,female,0,0.002,0,0,0.256,0.736,0.006,0,35.65961528,139.7023628,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,18,23,female,0,0,0,0,0,0.99,0.009,0.001,35.659825,139.7022933,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,18,17,male,0,0,0,0,0.908,0.092,0,0,35.65977528,139.70232,57,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,18,24,female,0.002,0.004,0.08,0,0.056,0.648,0.21,0,35.65976528,139.7024314,58,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,18,27,female,0,0.001,0,0,0,0.992,0.007,0,35.65946889,139.7025008,53,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,18,24,female,0,0.001,0,0,0.874,0.123,0.001,0,35.65947417,139.702495,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,18,22,female,0.002,0.001,0.001,0.002,0.295,0.669,0.004,0.025,35.65957861,139.7024608,59,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,18,21,female,0,0,0,0,0,0.983,0.017,0,35.65948945,139.7023661,50,34,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01539,18,3,male,0,0,0,0,0,0.347,0,0.653,35.65938306,139.7022214,72,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC02565,18,18,male,0.004,0,0,0,0,0.98,0.001,0.015,35.65949611,139.7022667,52,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSD06155-1218,18,27,male,0,0,0,0,0.654,0.346,0,0,35.65938556,139.7022328,40,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06245-1218,18,41,male,0,0,0,0,0.001,0.994,0.005,0,35.65953889,139.7022744,44,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,19,47,female,0,0,0,0,0,1,0,0,35.65961528,139.7023628,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,19,22,female,0,0,0,0,0,0.996,0.004,0,35.659825,139.7022933,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,19,33,male,0,0,0,0,0,0.999,0.001,0,35.65977528,139.70232,51,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,19,20,female,0,0,0,0,0.996,0.001,0.003,0,35.65976528,139.7024314,58,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,19,22,female,0,0.001,0,0.001,0.044,0.775,0.178,0.001,35.65946889,139.7025008,53,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,19,19,female,0,0,0,0,0.001,0.998,0,0.001,35.65947417,139.702495,47,70,ì˙,2019/12/8,1,1,ã{âvç‚
DSC02565,19,24,female,0,0,0,0,0.99,0.009,0,0,35.65949611,139.7022667,47,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSD06245-1218,19,21,male,0,0,0,0,0,1,0,0,35.65953889,139.7022744,44,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,20,36,female,0,0.001,0,0,0.563,0.426,0.01,0,35.65961528,139.7023628,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,20,39,female,0,0.004,0,0,0,0.887,0.106,0.001,35.659825,139.7022933,45,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,20,36,male,0,0,0,0,0.006,0.99,0.004,0,35.65977528,139.70232,51,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,20,20,male,0.005,0,0,0,0.959,0.016,0.02,0,35.65976528,139.7024314,48,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,20,26,female,0.001,0,0,0.001,0,0.966,0.005,0.027,35.65946889,139.7025008,52,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,20,18,female,0,0,0,0,0,0.991,0,0.009,35.65947417,139.702495,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,20,32,male,0,0,0,0,0.192,0.806,0.002,0,35.65957861,139.7024608,55,35,ì˙,2019/12/8,1,1,ã{âvç‚
DSC02565,20,42,female,0.001,0,0,0,0.541,0.456,0.001,0,35.65949611,139.7022667,45,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSD06245-1218,20,21,male,0,0,0,0,0,0.995,0.005,0,35.65953889,139.7022744,43,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,21,36,female,0,0,0,0.005,0,0.529,0.001,0.464,35.65961528,139.7023628,46,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,21,25,female,0,0,0,0,0.007,0.991,0.001,0,35.659825,139.7022933,45,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,21,33,female,0,0.036,0,0,0.208,0.754,0.001,0.001,35.65977528,139.70232,48,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,21,18,female,0,0,0,0,0.557,0.434,0.007,0.002,35.65976528,139.7024314,43,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,21,33,female,0,0,0,0,0.514,0.481,0.003,0.001,35.65946889,139.7025008,51,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,21,17,female,0,0.001,0,0,0.065,0.883,0.051,0,35.65947417,139.702495,44,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,21,15,female,0,0,0,0,0.208,0.788,0.003,0,35.65957861,139.7024608,54,35,ì˙,2019/12/8,1,1,ã{âvç‚
DSC02565,21,24,female,0,0,0,0,0.001,0.991,0.005,0.002,35.65949611,139.7022667,40,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSD06245-1218,21,47,male,0,0,0,0,0.001,0.999,0,0,35.65953889,139.7022744,42,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,22,25,female,0,0,0,0,0,0.977,0.023,0,35.65961528,139.7023628,45,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,22,36,female,0,0,0,0,0,0.987,0.005,0.007,35.659825,139.7022933,45,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,22,39,female,0,0,0,0,0,1,0,0,35.65977528,139.70232,48,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,22,43,male,0,0,0,0,0.025,0.975,0,0,35.65957861,139.7024608,40,35,ì˙,2019/12/8,1,1,ã{âvç‚
DSD06245-1218,22,22,female,0,0,0,0,0.135,0.846,0.018,0.001,35.65953889,139.7022744,42,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,23,43,male,0,0,0,0,0.001,0.996,0.003,0,35.65961528,139.7023628,45,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,23,28,male,0.001,0,0,0,0.013,0.983,0.002,0,35.659825,139.7022933,45,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,23,30,male,0.001,0.001,0.001,0.001,0,0.961,0.006,0.028,35.65977528,139.70232,47,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,23,23,female,0,0,0,0,0.001,0.998,0.001,0,35.65947417,139.702495,44,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,23,17,female,0,0,0,0,0,0.997,0.002,0,35.65957861,139.7024608,39,35,ì˙,2019/12/8,1,1,ã{âvç‚
DSD06245-1218,23,18,female,0,0,0,0,0,0.956,0.043,0,35.65953889,139.7022744,41,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,24,24,male,0,0.003,0,0,0.849,0.148,0,0,35.65961528,139.7023628,44,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,24,25,male,0,0,0,0,0,0.999,0,0.001,35.659825,139.7022933,44,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,24,23,female,0,0,0,0,0,0.982,0.018,0,35.65977528,139.70232,46,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,24,38,male,0,0,0,0,0.002,0.98,0.017,0,35.65947417,139.702495,43,70,ì˙,2019/12/8,1,1,ã{âvç‚
DSD06245-1218,24,48,male,0,0,0,0,0,0.994,0.005,0,35.65953889,139.7022744,40,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300223,25,23,female,0,0,0,0,0.001,0.997,0.002,0,35.65961528,139.7023628,44,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,25,51,male,0,0,0,0,0,0.986,0.014,0,35.659825,139.7022933,43,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,25,35,male,0,0,0,0,0.21,0.789,0,0,35.65977528,139.70232,46,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,25,18,female,0,0,0,0,0.001,0.99,0.001,0.008,35.65947417,139.702495,42,70,ì˙,2019/12/8,1,1,ã{âvç‚
DSD06245-1218,25,30,female,0,0,0,0,0.001,0.995,0.004,0,35.65953889,139.7022744,37,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300225,26,22,female,0,0,0,0,0.012,0.979,0.008,0,35.659825,139.7022933,43,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,26,25,female,0,0.001,0,0,0.096,0.747,0.155,0,35.65977528,139.70232,46,49,ì˙,2019/12/8,1,1,ã{âvç‚
DSD06245-1218,26,27,male,0,0.083,0,0,0,0.908,0.008,0,35.65953889,139.7022744,37,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300227,27,50,female,0,0,0,0,0.489,0.504,0.006,0,35.65977528,139.70232,46,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,27,26,male,0,0,0,0,0.006,0.912,0.082,0,35.65947417,139.702495,40,70,ì˙,2019/12/8,1,1,ã{âvç‚
DSD06245-1218,27,25,male,0,0,0,0,0.001,0.998,0.001,0,35.65953889,139.7022744,37,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300227,28,32,female,0.002,0.001,0,0,0.02,0.974,0.003,0,35.65977528,139.70232,46,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,29,14,female,0,0,0,0,0,0.996,0.003,0,35.65977528,139.70232,46,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,30,36,female,0,0,0,0,0,1,0,0,35.65977528,139.70232,45,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,31,67,male,0,0,0,0,0,0.978,0.021,0,35.65977528,139.70232,44,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,32,23,female,0.005,0.001,0,0,0,0.965,0.027,0,35.65977528,139.70232,44,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,33,31,female,0,0,0,0,0.629,0.366,0.003,0.001,35.65977528,139.70232,43,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,34,37,female,0,0,0,0,0.001,0.981,0.007,0.011,35.65977528,139.70232,42,49,ì˙,2019/12/8,1,1,ã{âvç‚
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
